Start Date,End Date,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Total
2018-09-01,2019-08-19,1,13,28,14,37,71,169,193,97,20,6,0,649
